speaker,episode,sheet,context,english,utterer_key
Golden Ass,E10,E10_Government_localization,,"SILENCE. You all have a lot to say, but we shall assemble this Manifesto in an orderly fashion.",SAY.Dialog:Occupation.806.Golden Ass
Golden Ass,E10,E10_Government_localization,,"Spread out, Vassals.",SAY.Dialog:Occupation.807.Golden Ass
Golden Ass,E10,E10_Government_localization,,You shall all be heard.,SAY.Dialog:Occupation.808.Golden Ass
Golden Ass,E10,E10_Government_localization,,"Prophet, we must keep our demands succinct.",SAY.Dialog:Occupation.850.Golden Ass
Golden Ass,E10,E10_Government_localization,,Choose the five best ideas from these Vassals and add them to the Manifesto.,SAY.Dialog:Occupation.1095.Golden Ass
Golden Ass,E10,E10_Government_localization,,"After you fill your Manifesto, you can always replace a previous idea by choosing a new one.",SAY.Dialog:Occupation.1094.Golden Ass
Golden Ass,E10,E10_Government_localization,,"Prophet, are you ready to begin?",SAY.Dialog:Occupation.1093.Golden Ass
Golden Ass,E10,E10_Government_localization,If manifesto is not filled.,"Our Manifesto is not yet finished, Prophet.",SAY.Dialog:GoldenReadyToGo_STARTOFF.24.Golden Ass
Golden Ass,E10,E10_Government_localization,If manifesto is filled.,Are you ready to speak to the Humans?,SAY.Dialog:GoldenReadyToGo_STARTOFF.15.Golden Ass
Golden Ass,E10,E10_Government_localization,,*COUGH*,SAY.Dialog:GoldenReadyToGo_STARTOFF.571.Golden Ass
Golden Ass,E10,E10_Government_localization,Copy needed for separate animation depending on current Prophet Choice,*COUGH*,SAY.Dialog:GoldenReadyToGo_STARTOFF.586.Golden Ass
Golden Ass,E10,E10_Government_localization,,Your sister gave her Soul to us so that we might return to this World and save it.,SAY.Dialog:GoldenReadyToGo_STARTOFF.645.Golden Ass
Golden Ass,E10,E10_Government_localization,Copy needed for separate animation depending on current Prophet Choice,Your sister gave her Soul to us so that we might return to this World and save it.,SAY.Dialog:GoldenReadyToGo_STARTOFF.646.Golden Ass
Golden Ass,E10,E10_Government_localization,,That is not true. You may join us on the steps as we push on into the future.,SAY.Dialog:GoldenReadyToGo_STARTOFF.625.Golden Ass
Golden Ass,E10,E10_Government_localization,Copy needed for separate animation depending on current Prophet Choice,That is not true. You may join us on the steps as we push on into the future.,SAY.Dialog:GoldenReadyToGo_STARTOFF.681.Golden Ass
Golden Ass,E10,E10_ProphetSpeech_localization,Only said if Cole is Prophet.,"Speak to them, Prophet! Share the demands of our Asses with the Humans of this city.",SAY.Flowchart:Dialog.241.Golden Ass
Golden Ass,E10,E10_ProphetSpeech_localization,,Win their hearts with honesty and truth.,SAY.Flowchart:Dialog.242.Golden Ass
Golden Ass,E10,E10_ProphetSpeech_localization,"Depending on the Prophet, skip to line 7 or 28.",May your followers remember this day as your first holy Mass.,SAY.Flowchart:Dialog.243.Golden Ass
Golden Ass,E10,E10_ProphetSpeech_localization,,Perfect.,SAY.Flowchart:Dialog.276.Golden Ass
Golden Ass,E10,E10_ProphetSpeech_localization,,Now invite everyone to sing with us.,SAY.Flowchart:Dialog.284.Golden Ass
Golden Ass,E10,E10_ProphetSpeech_localization,,Let their voices reverberate through the bodies of this crowd!,SAY.Flowchart:Dialog.285.Golden Ass
Grandma Kulan,E1,E1_Farm_localization,,Of course! Offer it some oats.,SAY.Dialog:JoeyFeeding.2.Grandma Kulan
Grandma Kulan,E1,E1_Farm_localization,,"Donkeys aren't very smart, honey. Come on, let's go home.",SAY.Dialog:JoeyFeeding.18.Grandma Kulan
Grandma Kulan,E1,E1_Farm_localization,,"Come along, darling. This donkey seems greedy.",SAY.Dialog:JoeyFeeding.51.Grandma Kulan
Grandma Kulan,E5,E5_CircusMain_localization,"The camera moves over to Mme. Derriere and Grandma Kulan, who is just on her way out.","Mme. Derriere, may I have moment of your time?",SAY.Dialog:Ending.280.Grandma Kulan
Grandma Kulan,E5,E5_CircusMain_localization,,My darling Joey would have loved this show.,SAY.Dialog:Ending.285.Grandma Kulan
Grandma Kulan,E5,E5_CircusMain_localization,,But his life was cut short during the tragic fires of Bumpkin Village exactly 6 months and 3 weeks ago.,SAY.Dialog:Ending.284.Grandma Kulan
Grandma Kulan,E5,E5_CircusMain_localization,,"With all your power and resources, will you prevent fires like Bumpkin's from ever happening again?",SAY.Dialog:Ending.286.Grandma Kulan
Grandma Kulan,E5,E5_CircusMain_localization,,Oh my! Really?,SAY.Dialog:Ending.281.Grandma Kulan
Grandma Kulan,E5,E5_CircusMain_localization,,But I don't even have the strength to go back and visit Bumpkin...,SAY.Dialog:Ending.292.Grandma Kulan
Grandma Kulan,E5,E5_ZooMain_localization,Said by Grandma Kulan when the Player presses 'x' close to her.,Sigh... Joey would have loved this...,SAY.Dialog:Grandma.8.Grandma Kulan
Grandma Kulan,E5,E5_ZooMain_localization,"The final dialogue said by Grandma Kulan when the Player presses 'x' close to her, if the Player has visited her every day.",Thank you for coming to visit me everyday.,SAY.Dialog:Grandma.23.Grandma Kulan
Grandma Kulan,E5,E5_ZooMain_localization,,Maybe donkeys do have souls after all...?,SAY.Dialog:Grandma.27.Grandma Kulan
Grandma Kulan,E5,E5_ZooMain_localization,,I think I'm going to donate all my money to this Zoo.,SAY.Dialog:Grandma.28.Grandma Kulan
Grandma Kulan,E5,E5_ZooMain_localization,,Thank you donkey!,SAY.Dialog:Grandma.29.Grandma Kulan
Greedy Ass,E4,E4_AstralPlaneMain_localization,oof Jobs = Hoof Jobs = Hand Jobs?,"Ah shaddup, let's make another wager! Double or nothin'—Winner gets two 'oof Jobs!",SAY.Dialog:Gamblers.5.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,,You kiddin' me? Only fifty more? Fuggetaboutit!,SAY.Dialog:Gamblers.111.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,Jump to line 50 or 52.,What about you? You wanna bet?,SAY.Dialog:Gamblers.112.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,Jump to line 55.,I knew she was the gambling type!,SAY.Dialog:Gamblers.137.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,,No? Don't be a Loser! It's just a little bit of fun!,SAY.Dialog:Gamblers.115.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,Jump to line 55.,You like fun don't you?,SAY.Dialog:Gamblers.125.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,If guessed 5000+.,{$Number}? Are things that bad in the land of the livin'? Fuggetaboutit! Yeesh!,SAY.Dialog:Gamblers.78.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,"{$Number}, don't worry—a number that high? We won't forget.",SAY.Dialog:Gamblers.103.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,If guessed 1000-5000.,{$Number}. Pretty reasonable.,SAY.Dialog:Gamblers.80.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,,For a Loser!,SAY.Dialog:Gamblers.126.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,{$Number}? You gotta play big to win big!,SAY.Dialog:Gamblers.48.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,If guessed 300-1000.,"{$Number}... Modest. Playing it safe, are ya?",SAY.Dialog:Gamblers.87.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,,Like a Loser!,SAY.Dialog:Gamblers.127.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,{$Number}... Let's see if the numbers work in your favour!,SAY.Dialog:Gamblers.51.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,If guessed 0-300.,{$Number}? Not in your life! We ain't had a night that low in weeks!,SAY.Dialog:Gamblers.85.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,{$Number}. Sheesh. How low can you go?,SAY.Dialog:Gamblers.54.Greedy Ass
Greedy Ass,E4,E4_AstralPlaneMain_localization,If guessed 69.,Why do the Newbies always guess 69? Fuggetaboutit!,SAY.Dialog:Gamblers.132.Greedy Ass
Gullible Ass,E4,E4_AstralPlaneMain_localization,,"Wow. You are an inspiration, sir.",SAY.Dialog:OldAss.113.Gullible Ass
Gullible Ass,E4,E4_AstralPlaneMain_localization,,"Nice to meet you, Comrade Sick!",SAY.Dialog:OldAss.65.Gullible Ass
Hairy Ass,E4,E4_AstralPlaneMain_localization,Sick talks with a donkey from HAW—Humans Are the Worst (An AntiHuman group of donkeys),"G'day mate! Crikey, I hayte Humans cuz they shot me and family from thehr helicoptahs.",SAY.Dialog:Hairy.10.Hairy Ass
Hairy Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,"It wuz a real bugga, lemme tell ya.",SAY.Dialog:Hairy.12.Hairy Ass
Happy Ass,E1,E1_RedFields_localization,Dialogue with the Asses on the Astral Plane.,Hello Newbie!,SAY.Dialog:PreMateChosen.1.Happy Ass
Happy Ass,E1,E1_RedFields_localization,,We're here to help with your welcome ritual.,SAY.Dialog:PreMateChosen.7.Happy Ass
Happy Ass,E1,E1_RedFields_localization,,Which one of us will you choose?,SAY.Dialog:PreMateChosen.4.Happy Ass
Happy Ass,E1,E1_RedFields_localization,After the player has chosen their partner for the welcome ritual.,"Great choice, Newbie.",SAY.Dialog:PreMateChosen.10.Happy Ass
Happy Ass,E1,E1_RedFields_localization,End of dialogue and into the sex rhythm game.,Follow your instincts and feel the love!,SAY.Dialog:PreMateChosen.11.Happy Ass
Happy Ass,E4,E4_AstralPlaneMain_localization,"Back in the Astral Plane, Sick Ass runs into Happy Ass.",Oh boy. Another one. I almost didn't see you.,SAY.Dialog:TrustysMate.30.Happy Ass
Happy Ass,E4,E4_AstralPlaneMain_localization,,I'm doing the welcome ritual for Newbies today.,SAY.Dialog:TrustysMate.124.Happy Ass
Happy Ass,E4,E4_AstralPlaneMain_localization,,But there's been over 400 of you already... so I'm a bit... sore.,SAY.Dialog:TrustysMate.123.Happy Ass
Happy Ass,E4,E4_AstralPlaneMain_localization,,But it's really great that you're here. You're going to love it.,SAY.Dialog:TrustysMate.146.Happy Ass
Happy Ass,E4,E4_AstralPlaneMain_localization,,Make sure to check out the Concert tonight in the Pond of Hehehehe!,SAY.Dialog:TrustysMate.147.Happy Ass
Happy Ass,E4,E4_AstralPlaneMain_localization,,It's going to be 7 and a half hours of AWESOME.,SAY.Dialog:TrustysMate.148.Happy Ass
Happy Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,Head on up over the hill!,SAY.Dialog:TrustysMate.84.Happy Ass
Hard Ass,E1,E1_Farm_localization,Boosting Hard (male) Morale,"At ease, Comrade Trusty.",SAY.Dialog:HARD_BoostMorale.4.Hard Ass
Hard Ass,E1,E1_Farm_localization,,We Miners have decided to join Old Ass's Protest.,SAY.Dialog:HARD_BoostMorale.6.Hard Ass
Hard Ass,E1,E1_Farm_localization,,Nothing we do tomorrow will send Comrade Lazy's Soul to the Astral Plane.,SAY.Dialog:HARD_BoostMorale.5.Hard Ass
Hard Ass,E1,E1_Farm_localization,,"But, we owe it to her to abolish the Machines that killed her and to get our jobs back.",SAY.Dialog:HARD_BoostMorale.7.Hard Ass
Hard Ass,E1,E1_Farm_localization,,We'll stick to the plan and meet the Herd at the bridge.,SAY.Dialog:HARD_BoostMorale.14.Hard Ass
Hard Ass,E1,E1_Farm_localization,,Give my best to Sad Ass.,SAY.Dialog:HARD_BoostMorale.11.Hard Ass
Hard Ass,E1,E1_TheProtest_localization,Recruit Hard Ass,...,SAY.Dialog:PickUpHard.3.Hard Ass
Hard Ass,E1,E1_TheProtest_localization,,Old Ass got the Needle?,SAY.Dialog:PickUpHard.4.Hard Ass
Hard Ass,E1,E1_TheProtest_localization,,"I know how difficult it is to watch a Comrade die, even if they will one day be reborn.",SAY.Dialog:PickUpHard.5.Hard Ass
Hard Ass,E1,E1_TheProtest_localization,,We Miners have a saying:,SAY.Dialog:PickUpHard.6.Hard Ass
Hard Ass,E1,E1_TheProtest_localization,,"""You only hit rock bottom when you quit.""",SAY.Dialog:PickUpHard.7.Hard Ass
Hard Ass,E1,E1_TheProtest_localization,,Let's go.,SAY.Dialog:PickUpHard.9.Hard Ass
Hard Ass,E1,E1_TheProtest_localization,,"That smell, those screams—who did this?",SAY.Dialog: FindTheWellConvo.1.Hard Ass
Hard Ass,E1,E1_TheProtest_localization,,...,SAY.Dialog: WellScene.63.Hard Ass
Hard Ass,E2,E2_World_A1_localization,Soft should be opposite of Hard's name if possible,Old Ass and Trusty Ass were not cut out for the role of leader. They were too soft.,SAY.Dialog:Opening.11.Hard Ass
Hard Ass,E2,E2_World_A1_localization,,Stop. Who made YOU the leader?,SAY.Dialog:Opening.92.Hard Ass
Hard Ass,E2,E2_World_A1_localization,,I do not take orders from you.,SAY.Dialog:Opening.88.Hard Ass
Hard Ass,E2,E2_World_A1_localization,,...no.,SAY.Dialog:Opening.14.Hard Ass
Hard Ass,E2,E2_World_B1_localization,,...,SAY.Dialog:B1_MainDialog.9.Hard Ass
Hard Ass,E2,E2_World_B1_localization,,I'll do it.,SAY.Dialog:B1_MainDialog.10.Hard Ass
Hard Ass,E2,E2_World_B1_localization,,I've been through worse than a burning building.,SAY.Dialog:B1_MainDialog.29.Hard Ass
Hard Ass,E2,E2_World_B1_localization,Hard looks for houses to enter,Time to get to work.,SAY.Dialog:B1_MainDialog.30.Hard Ass
Hard Ass,E2,E2_World_B1_localization,If Hard Ass goes in the wrong direction.,Don't get soft.,SAY.Dialog:HardAssVillageLimitB1.3.Hard Ass
Hard Ass,E2,E2_ChildsHouse_localization,,...,SAY.Dialog:Child.46.Hard Ass
Hard Ass,E2,E2_World_B2_localization,After Hard Ass exits the Child's house.,What happened in there?,SAY.Dialog:HardAssAside2.1.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,Did I let that little Human die?,SAY.Dialog:HardAssAside2.4.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,Impossible.,SAY.Dialog:HardAssAside2.3.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,But what if I did...?,SAY.Dialog:HardAssAside2.12.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,...,SAY.Dialog:HardAssAside2.7.Hard Ass
Hard Ass,E2,E2_World_B2_localization,Note to future Patrick/Milton: solve the quotation issue in the CSV,"""You only hit rock bottom when you quit.""",SAY.Dialog:HardAssAside2.2.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,Let's go.,SAY.Dialog:HardAssAside2.8.Hard Ass
Hard Ass,E2,E2_World_B2_localization,If Hard Ass goes in the wrong direction.,Don't get soft...,SAY.Dialog:HardAssVillageLimitB2.1.Hard Ass
Hard Ass,E2,E2_World_B2_localization,"After Hard Ass exits the Miner's House, and as he is looking for the Boss's house.",The Boss's house must be around here somewhere.,SAY.Dialog:ToTheBossHouse.1.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,After killing Miner Jenny in battle.,She attacked... me.,SAY.Dialog:PostBattle.1.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,The Humans don't deserve our labour.,SAY.Dialog:PostBattle.2.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,"So, it has come to this.",SAY.Dialog:PostBattle.3.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,That Machine is more valuable to her than my life?,SAY.Dialog:PostBattle.4.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,After all those years working side by side in the Mine...,SAY.Dialog:PostBattle.5.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,Because I wouldn't save her Computer-Machine.,SAY.Dialog:PostBattle.6.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,Not when they don't see us as equals.,SAY.Dialog:PostBattle.8.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,Hard Ass can now leave the house.,No more Protests—it's time for Revolution.,SAY.Dialog:PostBattle.10.Hard Ass
Hard Ass,E2,E2_ChurchInt_localization,Hard stands in front of a painting of a donkey and a prophet.,Hmm.,SAY.Dialog:Church.1.Hard Ass
Hard Ass,E2,E2_TheatreInt_localization,Hard Ass stands on stage.,This place stinks.,SAY.Dialog:Theatre.1.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,Hard Ass enters Mr. Butte's house from the bottom floor.,I hear something upstairs.,SAY.Dialog:ExitAttempt.1.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,Screen wipe (transition) to a battle between Mr. Butte and Hard Ass.,...,SAY.Dialog:Butte.19.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,If Hard Ass attempts to leave.,...,SAY.Dialog: ExitAttempt2F.1.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,"After killing Mr. Butte in the battle. Hard Ass stands in Mr. Butte's house, everything is on fire.",A world without Humans...,SAY.Dialog:PostBattleNewConviction.1.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,Hard Ass can try to leave now.,A world where Asses are their own Masters...,SAY.Dialog:PostBattleNewConviction.14.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,"As Hard Ass attempts to leave, the door caves in.",The way out is blocked.,SAY.Dialog: PostBattleExitAttempt.8.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,,I have to get back to the Herd.,SAY.Dialog: PostBattleExitAttempt.15.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,The roof collapses on Hard Ass.,AHHHH!! MY EAR!,SAY.Dialog: PostBattleExitAttempt.5.Hard Ass
Hard Ass,E3,E3_EpisodeTitle_localization,"Hard Ass, Kick Ass, and Sick Ass are running back to the Mine in the heavy rain.","Hurry up, Sick Ass!",SAY.Dialog:WaitUp.21.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,"The Herd convenes at the mouth of the cave to greet the Scavengers (Hard, Sick, and Kick).",We're back.,SAY.Dialog:ScavengersReturn.26.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,The river was flooded.,SAY.Dialog:ScavengersReturn.29.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,We couldn’t forage in the usual spots.,SAY.Dialog:ScavengersReturn.345.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,The Humans are all gone.,SAY.Dialog:ScavengersReturn.355.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,We should forget about them.,SAY.Dialog:ScavengersReturn.208.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,We can be our own Masters.,SAY.Dialog:ScavengersReturn.399.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,"Kick, Sick, and I are risking our health and making sacrifices for the Herd.",SAY.Dialog:ScavengersReturn.402.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,What are you doing to help to save the Herd?,SAY.Dialog:ScavengersReturn.403.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,,Our bodies break down in rainy weather.,SAY.Dialog:HardKick_Public.101.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,,No.,SAY.Dialog:HardKick_Public.21.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,,"On the day of the Protest, I was in charge of saving the Humans from the Fire.",SAY.Dialog:HardKick_Public.103.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Jump to dialogue options. Line 94 or 96.,I became trapped inside of a burning house.,SAY.Dialog:HardKick_Public.102.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Jump to 105.,The flames melted my skin and punctured my ear drum.,SAY.Dialog:HardKick_Public.110.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Jump to 105.,My ear was caught on a wooden spike. I had to tear it off.,SAY.Dialog:HardKick_Public.114.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Jump to 105.,"My ear was crushed, became gangrenous, and fell off four days later.",SAY.Dialog:HardKick_Public.112.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,"End of conversation.
Player can move around again.",That's enough. Run along.,SAY.Dialog:HardKick_Public.31.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Repeater line for Hard Ass.,I said leave us.,SAY.Dialog:HardKick_Public.11.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,,"At ease, Comrade.",SAY.Dialog:TunnelHardKickPrivate.12.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,"End of conversation.
Player can move around again.",For our future.,SAY.Dialog:TunnelHardKickPrivate.24.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,NPC dialogue option. No particular order for when you talk to someone.,Lie down. We need your strength.,SAY.Dialog:SickHard.10.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,Repeater line.,"Rest, Comrade.",SAY.Dialog:SickHard.23.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,"Comrade, she will be fine. We leave at dawn for the next mission.",SAY.Dialog:KickHard.26.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,We need all three of us.,SAY.Dialog:KickHard.34.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,We have not finished what we started.,SAY.Dialog:KickHard.57.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,There is no going back after what we have done.,SAY.Dialog:KickHard.24.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,The truth will tear the Herd in two.,SAY.Dialog:KickHard.55.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,NPC dialogue repeater option. No particular order for when you talk to someone.,"""You only hit rock bottom when you quit.""",SAY.Dialog:HardRepeater.12.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,You begged me to rescue the Humans.,SAY.Dialog:Debate.88.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,"But when I went to save them from the Fire, the Humans were ready to kill me to save themselves.",SAY.Dialog:Debate.89.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,They revealed their true nature.,SAY.Dialog:Debate.90.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,"That day, I learned what it will take for us to survive.",SAY.Dialog:Debate.94.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,The only option left for us is Revolution.,SAY.Dialog:Debate.344.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,We must become our own Masters.,SAY.Dialog:Debate.346.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,Wrong.,SAY.Dialog:Debate.126.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,Asses don't require Humans to work.,SAY.Dialog:Debate.127.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,Living is work enough.,SAY.Dialog:Debate.128.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,We're free.,SAY.Dialog:Debate.129.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,"Comrades, if you go I can't protect you—",SAY.Dialog:Debate.211.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,"Comrades, if you go I can't protect you—",SAY.Dialog:Debate.206.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,"Old, can likely be deleted.",Revolution requires sacrifice.,SAY.Dialog:Debate.50.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,"Old, can likely be deleted.","Sick has been ill a long time, Comrade.",SAY.Dialog:Debate.48.Hard Ass
Hard Ass,E4,E4_Mine1F_Exit_localization,NPC dialogue option. No particular order for when you talk to someone.,You're being emotional. The Humans will toss you aside the first chance they get.,SAY.Dialog:HardPostSplit.10.Hard Ass
Hard Ass,E4,E4_Mine1F_Exit_localization,Repeater line.,Just go.,SAY.Dialog:HardPostSplit.12.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,"A dialogue between Good Hard Ass and Evil Hard Ass ensues.
Good Hard Ass.",We failed to save Lazy.,SAY.Dialog:FoundLazy.24.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,,You can't keep running from the truth.,SAY.Dialog:FoundLazy.1.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Evil Hard Ass (Player).,I have made up for our mistake.,SAY.Dialog:FoundLazy.8.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,,I am protecting the Herd.,SAY.Dialog:FoundLazy.25.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Good Hard Ass.,You're miserable.,SAY.Dialog:FoundLazy.7.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Evil Hard Ass (Player).,Revolutions have no room for emotions.,SAY.Dialog:FoundLazy.12.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Good Hard Ass.,Revolutions can't be won alone.,SAY.Dialog:FoundLazy.11.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,,You underestimated our friends and let the Herd split apart.,SAY.Dialog:FoundLazy.27.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Evil Hard Ass (Player).,They weren't ready.,SAY.Dialog:FoundLazy.30.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Good Hard Ass.,You never gave them a chance.,SAY.Dialog:FoundLazy.10.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,,I'm not going to sit back and watch you destroy us.,SAY.Dialog:FoundLazy.9.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,A showdown (fight) between Evil Hard Ass and the Nightmare version of the Herd occurs.,I'm taking back control now whether you like it or not.,SAY.Dialog:FoundLazy.31.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,Good Hard Ass.,You are weak.,SAY.DialogMaster.1.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,Evil Hard Ass (Player).,You cannot beat me one-on-one.,SAY.DialogMaster.71.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,"Good Hard Ass. The fight begins. 
The other Asses enter the fight one by one.",Who says I'm alone?\n,SAY.DialogMaster.72.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,Prepare to become obsolete.,SAY.DialogMaster.74.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,Evil Hard Ass (Player) WINS.,No compromises.,SAY.DialogMaster.4.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,Evil Hard Ass (Player) LOSES.,We're just trying to help.,SAY.DialogMaster.6.Hard Ass
Hard Ass,E6,E6_World_localization,1.1 Evil Hard Ass Wins,I'll kill ANYONE in my way!,SAY.Dialog:PostNightmare.15.Hard Ass
Hard Ass,E6,E6_World_localization,,Revolutions have no room for emotions.,SAY.Dialog:PostNightmare.134.Hard Ass
Hard Ass,E6,E6_World_localization,,I'm... fine Comrade.,SAY.Dialog:PostNightmare.19.Hard Ass
Hard Ass,E6,E6_World_localization,,It was a momentary lapse.,SAY.Dialog:PostNightmare.22.Hard Ass
Hard Ass,E6,E6_World_localization,1.2 Good Hard Ass wins,It all stops now.,SAY.Dialog:PostNightmare.16.Hard Ass
Hard Ass,E6,E6_World_localization,,Revolutions can't be won alone.,SAY.Dialog:PostNightmare.133.Hard Ass
Hard Ass,E6,E6_World_localization,Branch 2.1. EVIL version of Hard Ass WON.,I must keep the Humans out.,SAY.Dialog:PostNightmare.91.Hard Ass
Hard Ass,E6,E6_World_localization,Jump to line x.,They are a threat to our autonomy.,SAY.Dialog:PostNightmare.92.Hard Ass
Hard Ass,E6,E6_World_localization,Branch 2.2. GOOD version of Hard Ass WON. Jump to line x.,We need to protect each other.,SAY.Dialog:PostNightmare.93.Hard Ass
Hard Ass,E6,E6_World_localization,The sound of a vehicle approaching. Hard Ass leaves to take care of the intruders.,Duty calls.,SAY.Dialog:PostNightmare.70.Hard Ass
Hard Ass,E6,E6_World_localization,,"Good afternoon, Comrades.",SAY.Dialog:BottomsUpOpening.138.Hard Ass
Hard Ass,E6,E6_World_localization,,Party's over.,SAY.Dialog:BottomsUpOpening.140.Hard Ass
Hard Ass,E6,E6_World_localization,,We have a visitor.,SAY.Dialog:BottomsUpOpening.46.Hard Ass
Hard Ass,E6,E6_World_localization,,You need to hear what Slow Ass has to say.,SAY.Dialog:BottomsUpOpening.229.Hard Ass
